close,date
1.1849884986877441,2026-02-17
1.185185194015503,2026-02-18
1.1788839101791382,2026-02-19
1.1769136190414429,2026-02-20
1.1834739446640015,2026-02-23
1.1793843507766724,2026-02-24
1.1775233745574951,2026-02-25
1.181516408920288,2026-02-26
1.1803030967712402,2026-02-27
1.1759449243545532,2026-03-02
1.1697274446487427,2026-03-03
1.161224365234375,2026-03-04
1.1635618209838867,2026-03-05
1.1608065366744995,2026-03-06
1.152325987815857,2026-03-09
1.1617234945297241,2026-03-10
1.1611299514770508,2026-03-11
1.1543211936950684,2026-03-12
1.1521666049957275,2026-03-13
1.1435105800628662,2026-03-16
1.1499539613723755,2026-03-17
1.153948187828064,2026-03-18
1.1464471817016602,2026-03-19
1.157755732536316,2026-03-20
1.1560158729553223,2026-03-23
1.1607122421264648,2026-03-24
1.16146719455719,2026-03-25
1.1561496257781982,2026-03-26
1.1535090208053589,2026-03-27
1.149200677871704,2026-03-30
1.1460003852844238,2026-03-31
1.1574207544326782,2026-04-01
1.159057378768921,2026-04-02
1.1541746854782104,2026-04-03
1.150999665260315,2026-04-06
1.1541212797164917,2026-04-07
1.1686612367630005,2026-04-08
1.16593599319458,2026-04-09
1.1691256761550903,2026-04-10
1.1675150394439697,2026-04-13
1.176885962486267,2026-04-14
1.179940938949585,2026-04-15
1.1809163093566895,2026-04-16
1.1782727241516113,2026-04-17
1.1741223335266113,2026-04-20
1.1784392595291138,2026-04-21
1.174425721168518,2026-04-22
1.1706037521362305,2026-04-23
1.16838800907135,2026-04-24
1.1706448793411255,2026-04-27
1.1723467111587524,2026-04-28
1.171783447265625,2026-04-29
1.168470025062561,2026-04-30
1.172910451889038,2026-05-01
1.1726628541946411,2026-05-04
1.1691941022872925,2026-05-05
1.1715774536132812,2026-05-06
1.1747430562973022,2026-05-07
1.1731581687927246,2026-05-08
1.176885962486267,2026-05-11
1.177994966506958,2026-05-12
1.1735436916351318,2026-05-13
1.1716049909591675,2026-05-14
1.166208028793335,2026-05-15
1.161440134048462,2026-05-18
1.1655147075653076,2026-05-19
1.1607122421264648,2026-05-20
1.1625338792800903,2026-05-21
1.1621150970458984,2026-05-22
1.164225697517395,2026-05-25
1.1637378931045532,2026-05-26
1.1636837720870972,2026-05-27
1.1617909669876099,2026-05-28
1.1652837991714478,2026-05-29
1.164890170097351,2026-06-01
1.1635483503341675,2026-06-02
1.1622096300125122,2026-06-03
1.160941243171692,2026-06-04
1.1612648963928223,2026-06-05
1.1522595882415771,2026-06-08
1.1528440713882446,2026-06-09
1.1535356044769287,2026-06-10
1.1535621881484985,2026-06-11
1.157594919204712,2026-06-12
1.1603081226348877,2026-06-15
1.1594202518463135,2026-06-16
1.1609952449798584,2026-06-17
1.150734782218933,2026-06-18
1.1458560228347778,2026-06-19
1.1462763547897339,2026-06-22
1.1384334564208984,2026-06-23
